1.17528e+9,9.49848e-18
1.19349e+9,7.71936e-18
1.20991e+9,6.22773e-18
1.22446e+9,5.02432e-18
1.23919e+9,4.04358e-18
1.25290e+9,3.24204e-18
1.26990e+9,2.60647e-18
1.28136e+9,2.12257e-18
1.30460e+9,1.69826e-18
1.34024e+9,1.37854e-18
1.38928e+9,1.11543e-18
1.44012e+9,8.96760e-19
1.47947e+9,7.34974e-19
1.54745e+9,5.95012e-19
1.70055e+9,4.99598e-19
1.86041e+9,4.20112e-19
2.03531e+9,3.52820e-19
2.22665e+9,2.97068e-19
2.46903e+9,2.55042e-19
2.81259e+9,2.28632e-19
3.20397e+9,2.05263e-19
3.66623e+9,1.83457e-19
4.15766e+9,1.63968e-19
4.73620e+9,1.46455e-19
5.41953e+9,1.32332e-19
6.09101e+9,1.27824e-19
6.48640e+9,1.55962e-19
6.84568e+9,1.91272e-19
7.12814e+9,2.35255e-19
7.34631e+9,2.91360e-19
7.46011e+9,3.62027e-19
7.56275e+9,4.49835e-19
7.86576e+9,4.14022e-19
7.91968e+9,3.33205e-19
7.96036e+9,2.68819e-19
7.98760e+9,2.15819e-19
8.02864e+9,1.74115e-19
8.06988e+9,1.39787e-19
8.12520e+9,1.12775e-19
8.19489e+9,9.07616e-20
8.23019e+9,7.25739e-20
8.27930e+9,5.87867e-20
8.36459e+9,4.73115e-20
8.37943e+9,3.81995e-20
8.45505e+9,3.07109e-20
8.53136e+9,2.46903e-20
8.60836e+9,1.98500e-20
8.68606e+9,1.60099e-20
8.76445e+9,1.29958e-20
8.84356e+9,1.04146e-20
8.88338e+9,8.41786e-21
8.92337e+9,6.79664e-21
9.00391e+9,5.42927e-21
9.08518e+9,4.36491e-21
9.20845e+9,3.51673e-21
9.29156e+9,2.85771e-21
9.37542e+9,2.29749e-21
9.46004e+9,1.85104e-21
9.54542e+9,1.49774e-21
9.71850e+9,1.19132e-21
9.80621e+9,9.63936e-22
9.89472e+9,7.81626e-22
9.98402e+9,6.29741e-22
1.01195e+10,5.05205e-22
1.02568e+10,4.05296e-22
1.03494e+10,3.26540e-22
1.04428e+10,2.64215e-22
1.05370e+10,2.14703e-22
1.06800e+10,1.71875e-22
1.08249e+10,1.37886e-22
1.09226e+10,1.11092e-22
1.10212e+10,8.93134e-23
1.13223e+10,7.24524e-23
1.16840e+10,5.89445e-23
1.21661e+10,4.75566e-23
1.26113e+10,3.85292e-23
1.30728e+10,3.12555e-23
1.36122e+10,2.52656e-23
1.40471e+10,2.05420e-23
1.45611e+10,1.66426e-23
1.51619e+10,1.34488e-23
1.57167e+10,1.09344e-23
1.63652e+10,8.86166e-24
1.70405e+10,7.20489e-24
1.77436e+10,5.83909e-24
1.84757e+10,4.74742e-24
1.92380e+10,3.84747e-24
2.00318e+10,3.12314e-24
2.08583e+10,2.54168e-24
2.17189e+10,2.05789e-24
2.36542e+10,1.72493e-24
2.61115e+10,1.45797e-24
2.94789e+10,1.30196e-24
3.38839e+10,1.19187e-24
3.94757e+10,1.18121e-24
4.57841e+10,1.19903e-24
5.26256e+10,1.28894e-24
6.07618e+10,1.38500e-24
7.07892e+10,1.44678e-24
8.17336e+10,1.51132e-24
9.52219e+10,1.57469e-24
1.09944e+11,1.54268e-24
1.27513e+11,1.46610e-24
1.47891e+11,1.38678e-24
1.71524e+11,1.31175e-24
1.98935e+11,1.24503e-24
2.29691e+11,1.18424e-24
2.67596e+11,1.18121e-24
3.04832e+11,1.28399e-24
3.41065e+11,1.48822e-24
3.78191e+11,1.74348e-24
4.15608e+11,2.05129e-24
4.54679e+11,2.44881e-24
5.11014e+11,2.74164e-24
5.95345e+11,2.80932e-24
6.75147e+11,2.65165e-24
7.52010e+11,2.27312e-24
8.64383e+11,2.08447e-24
9.93549e+11,1.91885e-24
1.15751e+12,1.91147e-24
1.34249e+12,1.96959e-24
1.52244e+12,2.20841e-24
1.74994e+12,2.39288e-24
2.02959e+12,2.49748e-24
2.33287e+12,2.68936e-24
2.68147e+12,2.92274e-24
3.05460e+12,3.28135e-24
3.43306e+12,3.74996e-24
3.85841e+12,4.32973e-24
4.18338e+12,5.19539e-24
4.41510e+12,6.33089e-24
4.63876e+12,7.81923e-24
4.93989e+12,8.94738e-24
5.57693e+12,8.01742e-24
5.93896e+12,6.57942e-24
6.73504e+12,7.14273e-24
7.63782e+12,8.07940e-24
8.39347e+12,9.52005e-24
9.39114e+12,1.08819e-23
1.08919e+13,1.15290e-23
1.25195e+13,1.25321e-23
1.44984e+13,1.39320e-23
1.56725e+13,1.44945e-23
1.61732e+13,1.78944e-23
1.66151e+13,2.19387e-23
1.72231e+13,2.71137e-23
1.78533e+13,3.35095e-23
1.85067e+13,4.14804e-23
1.91839e+13,5.13474e-23
1.97968e+13,6.32359e-23
2.04292e+13,7.78021e-23
2.11768e+13,9.63089e-23
2.19517e+13,1.19218e-22
2.27550e+13,1.47576e-22
2.34819e+13,1.81395e-22
2.42321e+13,2.23251e-22
2.51189e+13,2.75913e-22
2.61553e+13,3.40668e-22
2.73571e+13,4.18334e-22
2.87430e+13,5.15853e-22
3.00637e+13,6.34474e-22
3.14451e+13,7.77873e-22
3.30235e+13,9.56846e-22
3.48680e+13,1.17411e-21
3.67993e+13,1.43809e-21
3.86635e+13,1.75465e-21
4.08051e+13,2.15813e-21
4.26800e+13,2.65014e-21
4.46237e+13,3.27189e-21
4.67263e+13,4.02616e-21
4.89280e+13,4.92930e-21
5.14152e+13,6.06564e-21
5.42205e+13,7.42627e-21
5.71789e+13,9.13824e-21
6.02987e+13,1.11881e-20
