3.0288e+13,2.8571e-9
3.7836e+13,1.8299e-9
4.9967e+13,1.1080e-9
6.9764e+13,7.9124e-10
9.6325e+13,1.5280e-9
1.3751e+14,3.8881e-9
1.9414e+14,1.0457e-8
2.5075e+14,2.2579e-8
3.2386e+14,4.6129e-8
4.5217e+14,1.1742e-7
6.3837e+14,3.3374e-7
9.0125e+14,9.4861e-7
1.2583e+15,2.6967e-6
1.6992e+15,6.8678e-6
2.1463e+15,1.4036e-5
2.9307e+15,3.7770e-5
3.8704e+15,9.1049e-5
4.9436e+15,1.9662e-4
6.1755e+15,4.2475e-4
7.9762e+15,1.0825e-3
1.0188e+16,2.6107e-3
1.2173e+16,5.0532e-3
1.5038e+16,1.0918e-2
1.8577e+16,2.3589e-2
2.2950e+16,5.0968e-2
2.9641e+16,1.2989e-1
3.7027e+16,2.9653e-1
4.3268e+16,5.4328e-1
4.8900e+16,8.4373e-1
